languageCode,glottocode,family_name,classification
xtd,diux1235,Otomanguean,Otomanguean/Eastern Otomanguean/Amuzgo-Mixtecan/Mixtecan/Mixtec-Cuicatec/Mixtec/Eastern Alta Mixtec/Diuxi-Tilantongo Mixtec
dix,dixo1238,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/Oceanic/North and Central Vanuatu/Central Vanuatu/Malakula/Western Malakula linkage/Peripheral Western Malakula/Southwestern Malakula/Dixon Reef
mdx,dizi1235,Dizoid,Dizoid/Dizin
djd,djam1255,Mirndi,Mirndi/Yirram/Jaminjung-Ngaliwurru
djr,djam1256,Pama-Nyungan,Pama-Nyungan/Yuulngu/Southern Yolngu/Southern-Eastern Yolngu/Dhuwal-Dhuwala/Eastern Dhuwal-Dhuwala/Djambarrpuyngu
djf,djan1238,Pama-Nyungan,Pama-Nyungan/Yimidhirr-Yalanji-Yidinic/Yalandyic/Djangun
djn,djau1244,Gunwinyguan,Gunwinyguan/Western Gunwinyguan/Jawoyn
djw,djaw1238,Nyulnyulan,Nyulnyulan/Western Nyulnyulan/Bardic/Djawi
djj,djee1236,Maningrida,Maningrida/Nakkara-Ndjebbana/Djeebbana
jbt,djeo1235,Nuclear-Macro-Je,Nuclear-Macro-Je/Jabuti/Djeoromitxí
dyi,djim1235,Atlantic-Congo,Atlantic-Congo/Volta-Congo/North Volta-Congo/Senufo/South Senufo/Tagbana-Jimini/Djimini Senoufo
jig,djin1251,Mirndi,Mirndi/Jingulu
djb,djin1252,Pama-Nyungan,Pama-Nyungan/Yuulngu/Western-Inland Yolngu/Djinba
dji,djin1253,Pama-Nyungan,Pama-Nyungan/Yuulngu/Western-Inland Yolngu/Djinang
dze,djiw1241,Pama-Nyungan,Pama-Nyungan/South-West Pama-Nyungan/Pilbara/Mantharta/Djiwarli-Thiin/Djiwarli
kvo,dobe1238,Austronesian,Austronesian/Malayo-Polynesian/Aru/Central Aru/Dobel-Koba/Dobel
dob,dobu1241,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/Oceanic/Western Oceanic linkage/Papuan Tip linkage/Nuclear Papuan Tip linkage/North Papuan Mainland-D'Entrecasteaux linkage/Dobu-Duau linkage/Dobu
doe,doee1238,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Bantoid/Southern Bantoid/Narrow Bantu/East Bantu/Northeast Savanna Bantu/Northeast Coastal Bantu/Ruvu/East Ruvu/Doe
dgg,doga1238,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/Oceanic/Western Oceanic linkage/Papuan Tip linkage/Nuclear Papuan Tip linkage/North Papuan Mainland-D'Entrecasteaux linkage/Are-Taupota linkage/Are linkage/Are-Doga/Doga
dgx,dogh1241,Nuclear Trans New Guinea,Nuclear Trans New Guinea/Greater Binanderean/Binanderean/Nuclear Binanderean/South Binanderean/Coastal Binanderean/Baruga-Doghoro/Doghoro
dgs,dogo1294,Atlantic-Congo,Atlantic-Congo/Volta-Congo/North Volta-Congo/Gur/Central Gur/Southern Central Gur/Dogoso-Khe/Dogoso
dos,dogo1295,Atlantic-Congo,Atlantic-Congo/Volta-Congo/North Volta-Congo/Gur/Central Gur/Southern Central Gur/Kaansa-Dogose/Dogose-Khisa/Dogosé
dgo,dogr1250,Indo-European,Indo-European/Classical Indo-European/Indo-Iranian/Indo-Aryan/Middle-Modern Indo-Aryan/Eastern Dardic/Himachali/Kangric-Chamealic-Bhattiyali/Kangri-Dogri/Dogri
dgr,dogr1252,Athabaskan-Eyak-Tlingit,Athabaskan-Eyak-Tlingit/Athabaskan-Eyak/Athabaskan/Northwestern Canada Athabaskan/Slaveyic/Dogrib
dbg,dogu1235,Dogon,Dogon/North Plateau Dogon/Dogul Dom Dogon
dbi,doka1242,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Benue-Congo Plateau/Northern Benue-Congo Plateau/Nuclear Northern Benue-Congo Plateau/Ejuele
uya,doko1243,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Delta Cross/Upper Cross/Agoi-Doko-Iyoniyong/Deko-Dusanga
dlg,dolg1241,Turkic,Turkic/Common Turkic/Sakha-Dolgan/Dolgan
dre,dolp1239,Sino-Tibetan,Sino-Tibetan/Bodic/Bodish/Early Old Tibetan/Middle Old Tibetan/Late Old Tibetan/Central Tibetan/South-Western Tibetic/Dolpo-Tichurong/Dolpo
rmt,doma1258,Indo-European,Indo-European/Classical Indo-European/Indo-Iranian/Indo-Aryan/Middle-Modern Indo-Aryan/Continental Indo-Aryan/Midlands Indo-Aryan/Shaurasenic/Indo-Aryan Central zone/Domari
dmk,doma1260,Indo-European,Indo-European/Classical Indo-European/Indo-Iranian/Indo-Aryan/Middle-Modern Indo-Aryan/Continental Indo-Aryan/Midlands Indo-Aryan/Shaurasenic/Indo-Aryan Central zone/Domaaki
dov,domb1246,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Bantoid/Southern Bantoid/Narrow Bantu/East Bantu/Botatwe/Greater Eastern Botatwe/Central Eastern Botatwe/Toka-Leya-Dombe
doq,domi1236,Sign Language,Sign Language/L1 Sign Language/LSFic/ASLic/American Sign/Dominican Sign Language
doa,domm1246,Nuclear Trans New Guinea,Nuclear Trans New Guinea/Chimbu-Wahgi/Simbu/Nuclear Simbu/Kuman-Dom-Gunaa/Dom
doy,domp1238,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Kwa Volta-Congo/Nyo/Potou-Tano/Tano/Guang/North Guang/Gonja-Dompo/Dompo
dof,domu1245,Mailuan,Mailuan/Domu
dev,domu1246,Nuclear Trans New Guinea,Nuclear Trans New Guinea/Finisterre-Huon/Finisterre-Saruwaged/Yupna/Bwana-Moam-Tapen/Domung
dok,dond1249,Austronesian,Austronesian/Malayo-Polynesian/Celebic/Greater Eastern Celebic/Tominic/Northern Tomini/Dondo
sce,dong1285,Mongolic-Khitan,Mongolic-Khitan/Mongolic/Southern Periphery Mongolic/Shirongol/Baoanic/Dongxiang
yik,dong1286,Sino-Tibetan,Sino-Tibetan/Burmo-Qiangic/Lolo-Burmese/Loloish/Ni-Li-Kazhouish/Lisoid/Nuclear Lisoid/Lisu-Laluba-Lavu/Laluba-Lavu/Lalo/Greater Lalo/Core Lalo/Dongshanba Lalo
doo,dong1290,Atlantic-Congo,Atlantic-Congo/Volta-Congo/North Volta-Congo/Cameroun-Ubangian/Ubangi/Ubangi Ka/Mbaic/Ndunga-Mba-Dongo/Dongo
doh,dong1293,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Bantoid/Northern Bantoid/Dakoid/Tiba-Dong/Dong
ddd,dong1294,Nilotic,Nilotic/Eastern Nilotic/Teso-Lotuxo-Maa/Lotuxo-Maa/Lotuxo/Lopit-Dongotono/Dongotonic/Dongotono
dds,donn1239,Dogon,Dogon/Escarpment Dogon/Donno So Dogon
dde,doon1238,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Bantoid/Southern Bantoid/Narrow Bantu/Central-Western Bantu/West-Coastal Bantu/Nzadic/Lweric/Dingic/Loange-Atlantic/KLC Extended/Kikongo Language Cluster/Nuclear KLC/Kikongoic/Kambakunyic Kikongo/Kilaadic Kikongo/Nuclear Northern Kikongo/Doondo
dor,dori1246,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/Oceanic/Southeast Solomonic/Longgu-Malaita-Makira/Malaita-Makira/Malaita/Southern Malaita/Dori'o
kqc,doro1266,Manubaran,Manubaran/Doromu-Koki
drr,doro1267,Bookkeeping,Bookkeeping/Dororo
doz,dorz1235,Ta-Ne-Omotic,Ta-Ne-Omotic/Ometo/North-West Ometo/Central Ometo/Dorze
dol,doso1239,Doso-Turumsa,Doso-Turumsa/Doso
dty,doty1234,Indo-European,Indo-European/Classical Indo-European/Indo-Iranian/Indo-Aryan/Middle-Modern Indo-Aryan/Continental Indo-Aryan/Midlands Indo-Aryan/Indo-Aryan Northern zone/Eastern Pahari/Dotyali
tds,dout1240,Lakes Plain,Lakes Plain/Tariku/East Tariku/Doutai-Kai-Waritai/Doutai
dow,doya1240,Atlantic-Congo,Atlantic-Congo/Volta-Congo/North Volta-Congo/Cameroun-Ubangian/Central Adamawa/Samba-Duru/Northern Samba-Duru/Doyayo
duu,drun1238,Sino-Tibetan,Sino-Tibetan/Nungish/Gunong/Drung
dua,dual1243,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Bantoid/Southern Bantoid/Narrow Bantu/Bantu A-B10-B20-B30/Sawabantu/Dualaic/Duala-Malimba/Duala
dup,duan1242,Austronesian,Austronesian/Malayo-Polynesian/Malayo-Chamic/Malayic/Duano
dva,duau1237,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/Oceanic/Western Oceanic linkage/Papuan Tip linkage/Nuclear Papuan Tip linkage/North Papuan Mainland-D'Entrecasteaux linkage/Dobu-Duau linkage/Duau
dub,dubl1239,Indo-European,Indo-European/Classical Indo-European/Indo-Iranian/Indo-Aryan/Middle-Modern Indo-Aryan/Continental Indo-Aryan/Midlands Indo-Aryan/Apabhramsic/Gujarati-Rajasthani/Gujaratic/Dubli
dmu,dubu1240,Pauwasi,Pauwasi/Western Pauwasi/Dubu
duk,dudu1240,Nuclear Trans New Guinea,Nuclear Trans New Guinea/Madang/Rai Coast/Nuru/Duduela
ndu,dugu1248,Atlantic-Congo,Atlantic-Congo/Volta-Congo/North Volta-Congo/Cameroun-Ubangian/Central Adamawa/Samba-Duru/Southern Samba-Duru/Diic/Dugun
dbm,dugu1249,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Bantoid/Southern Bantoid/Jarawan/Nigerian Jarawan/Jar/Jarawaic/Duguri
dme,dugw1239,Afro-Asiatic,Afro-Asiatic/Chadic/Biu-Mandara/North Biu-Mandara/Margi-Mandara-Mofu/Mofuic/Meri/Dugwor-Merey/Dugwor
kbz,duhw1236,Afro-Asiatic,Afro-Asiatic/Chadic/West Chadic/West Chadic A/West Chadic A.4/Ronic/Mundat-Karfa/Duhwa
nke,duke1237,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/Oceanic/Western Oceanic linkage/Meso Melanesian linkage/New Ireland-Northwest Solomonic linkage/St George linkage/Northwest Solomonic/New Georgia/West New Georgia/Duke
dbo,dulb1238,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Bantoid/Southern Bantoid/Jarawan/Nigerian Jarawan/Jaku-Gubi/Dulbu
duz,duli1241,Atlantic-Congo,Atlantic-Congo/Volta-Congo/North Volta-Congo/Cameroun-Ubangian/Central Adamawa/Unclassified Central Adamawa/Duli-Gewe
dma,duma1253,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Bantoid/Southern Bantoid/Narrow Bantu/Central-Western Bantu/West-Coastal Bantu/Nzadic/Lweric/Dingic/Loange-Atlantic/Kwilu-Ngounie/Kasai-Ngounie/Moyen Kasai-Ngounie/Interior Kasai-Ngounie/West Kasai-Ngounie/Northwest Kasai-Ngounie/Nzebi-Laali-Yaa/Njebi (B.50)/Ndjavi B/Duma
duf,dumb1241,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/Oceanic/Southern Melanesian/New Caledonian/Mainland New Caledonian/Southern New Caledonian/Extreme Southern New Caledonian/Dumbea
dus,dumi1241,Sino-Tibetan,Sino-Tibetan/Himalayish/Mahakiranti/Kiranti/Upper Dudhkosi/Dumi
dmv,dump1242,Austronesian,Austronesian/Malayo-Polynesian/North Borneo Malayo-Polynesian/Sabahan/Southwest Sabahan/Greater Dusunic/Dusunic/Rungus-Mangkaak-Labuk/Dumpas-Sukang/Dumpas
wtf,dump1243,Nuclear Trans New Guinea,Nuclear Trans New Guinea/Madang/Rai Coast/Evapia/Dumpu
dui,dumu1246,Nuclear Trans New Guinea,Nuclear Trans New Guinea/Madang/Rai Coast/Greater Yaganon/Yaganon/Dumun
duc,duna1248,Isolate,Duna
duh,dung1251,Indo-European,Indo-European/Classical Indo-European/Indo-Iranian/Indo-Aryan/Middle-Modern Indo-Aryan/Continental Indo-Aryan/Midlands Indo-Aryan/Bhil/Dungra Bhil
raa,dung1252,Sino-Tibetan,Sino-Tibetan/Himalayish/Mahakiranti/Kiranti/Eastern Kiranti/Southern Kiranti/Dungmali
dng,dung1253,Sino-Tibetan,Sino-Tibetan/Sinitic/Classical-Middle-Modern Sinitic/Middle-Modern Sinitic/Northern Chinese/Mandarinic/Zhongyuan/Dungan
dbv,dung1254,Unattested,Unattested/Atlantic-Congo (Unattested)/Dungu
duo,dupa1235,Austronesian,Austronesian/Malayo-Polynesian/Northern Luzon/Northeastern Luzon/Dupaninan Agta
drq,dura1244,Sino-Tibetan,Sino-Tibetan/Himalayish/Mahakiranti/Kham-Magar-Chepang/Dura
mvp,duri1242,Austronesian,Austronesian/Malayo-Polynesian/Greater South Sulawesi/South Sulawesi/Northern South Sulawesi/Toraja-Duri/Duri
dbn,duri1243,South Bird's Head,South Bird's Head/Inanwatanic/Duriankere
pci,duru1236,Dravidian,Dravidian/Central Dravidian/Parji-Ollari-Gadaba/Duruwa
dug,duru1249,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Bantoid/Southern Bantoid/Narrow Bantu/East Bantu/Northeast Savanna Bantu/Northeast Coastal Bantu/Coastal NEC Bantu/Mijikenda-Pokomo-Comorian/Mijikenda/Northern Mijikenda/Duruma
dsn,dusn1237,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/South Halmahera-West New Guinea/Cenderawasih Bay/Biakic/Dusner
duw,dusu1267,Austronesian,Austronesian/Malayo-Polynesian/Basap-Greater Barito/Greater Barito linkage/Southeast Barito/Dusun Witu
duq,dusu1269,Austronesian,Austronesian/Malayo-Polynesian/Basap-Greater Barito/Greater Barito linkage/Dusun Malang
dun,dusu1271,Austronesian,Austronesian/Malayo-Polynesian/Basap-Greater Barito/Greater Barito linkage/Dusun Deyah
dse,dutc1253,Sign Language,Sign Language/L1 Sign Language/LSFic/Dutch-Belgian Sign/Dutch Sign Language
nld,dutc1256,Indo-European,Indo-European/Classical Indo-European/Germanic/Northwest Germanic/West Germanic/Macro-Dutch/Middle-Modern Dutch/Modern Dutch/Global Dutch/Dutch
dws,dutt1234,Artificial Language,Artificial Language/Dutton World Speedwords
dux,duun1242,Mande,Mande/Western Mande/Northwestern Mande/Duun-Bobo/Duun-Jo/Duun-Seenku/Duun/Duungooma
dae,duup1238,Atlantic-Congo,Atlantic-Congo/Volta-Congo/North Volta-Congo/Cameroun-Ubangian/Central Adamawa/Samba-Duru/Southern Samba-Duru/Diic/Duupa
duv,duvl1242,Lakes Plain,Lakes Plain/Tariku/Duvle
dbp,duwa1244,Afro-Asiatic,Afro-Asiatic/Chadic/West Chadic/West Chadic B/West Chadic B.1/Duwai
gve,duwe1237,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/Oceanic/Western Oceanic linkage/North New Guinea linkage/Huon Gulf/Markham/Lower Markham/Busu/Duwet
nnu,dwan1238,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Kwa Volta-Congo/Nyo/Potou-Tano/Tano/Guang/North Guang/Oti North Guang/River Oti North Guang/Nchumbulu-Dwang/Dwang
dyy,dyaa1242,Pama-Nyungan,Pama-Nyungan/Yimidhirr-Yalanji-Yidinic/Yidinic/Dyaabugay
dyb,dyab1238,Nyulnyulan,Nyulnyulan/Western Nyulnyulan/Nyulnyulic/Dyaberdyaber
dyn,dyan1250,Pama-Nyungan,Pama-Nyungan/Macleay-New England/Dyangadi
dya,dyan1251,Atlantic-Congo,Atlantic-Congo/Volta-Congo/North Volta-Congo/Gur/Central Gur/Southern Central Gur/Lobiri-Jaane/Dyan
dyr,dyar1234,Afro-Asiatic,Afro-Asiatic/Chadic/West Chadic/West Chadic B/West Chadic B.3/South Bauchi West/Southwest South Bauchi/Zakse-Saya/Dyarim
dbl,dyir1250,Pama-Nyungan,Pama-Nyungan/Dyirbal
dyd,dyug1238,Nyulnyulan,Nyulnyulan/Eastern Nyulnyulan/Yawuric/Dyugun
dyu,dyul1238,Mande,Mande/Western Mande/Manding-Kpelle/Central Mande/Manding-Jogo/Manding-Vai/Manding-Mokole/Manding/East Manding/Dyula
jen,dzaa1238,Atlantic-Congo,Atlantic-Congo/Volta-Congo/North Volta-Congo/Cameroun-Ubangian/Bikwin-Jen/Southern Bikwin-Jen/Jen/Doso-Dza/Dza
dzl,dzal1238,Sino-Tibetan,Sino-Tibetan/Bodic/Bodish/Dakpa-Dzala/Dzalakha
dzn,dzan1238,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Bantoid/Southern Bantoid/Narrow Bantu/Central-Western Bantu/North Zaire River/Rivers Bantu/Ngiri/Ngiri Terrien/Bamweic/Dzando
bpn,dzao1238,Hmong-Mien,Hmong-Mien/Mienic/Zaominic/Dzao Min
add,dzod1238,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Bantoid/Southern Bantoid/Wide Grassfields/Narrow Grassfields/Mbam-Nkam/Nkambe/Dzodinka
dzo,dzon1239,Sino-Tibetan,Sino-Tibetan/Bodic/Bodish/Early Old Tibetan/Middle Old Tibetan/Late Old Tibetan/Southern Tibetic/Dzongkhic/Nuclear Dzongkhic/Dzongkha
dnn,dzuu1241,Mande,Mande/Western Mande/Northwestern Mande/Duun-Bobo/Duun-Jo/Duun-Seenku/Duun/Samogogouanic/Dzùùngoo
ktv,east1236,Austroasiatic,Austroasiatic/Katuic/Katu/Nuclear Katu/Eastern Katu
kee,east1472,Keresan,Keresan/Eastern Keres
ydd,east2295,Indo-European,Indo-European/Classical Indo-European/Germanic/Northwest Germanic/West Germanic/High German/Middle German/East Middle German/Schlesisch-Wilmesau/Eastern Yiddish
bgp,east2304,Indo-European,Indo-European/Classical Indo-European/Indo-Iranian/Iranian-Nuristani/Iranian/Central Iranian PBS/Central Iranian PB/Northwestern Iranian/Balochic/Eastern Balochi
mhr,east2328,Uralic,Uralic/Mari/Eastern Mari
lwl,east2330,Austroasiatic,Austroasiatic/Khasi-Palaung/Palaungic/East Palaungic/Waic/Wa-Lawa/Lawa/Eastern Lawa
bru,east2332,Austroasiatic,Austroasiatic/Katuic/West Katuic/Brou-So/Eastern Bru-Katang/Eastern Bru
mng,east2333,Austroasiatic,Austroasiatic/Bahnaric/West Bahnaric/South Bahnaric/Mnong-Stieng-Chrau/Mnong/Eastern Mnong
yuy,east2337,Mongolic-Khitan,Mongolic-Khitan/Mongolic/Southern Periphery Mongolic/East Yugur
emu,east2340,Dravidian,Dravidian/South Dravidian/South Dravidian II/Gondi/Northwest Gondi/Southwest Gondi/Muria/Eastern Muria
eky,east2342,Sino-Tibetan,Sino-Tibetan/Karenic/Central Karen/Kayah-Yintale/Kayah/Eastern Kayah
tge,east2346,Sino-Tibetan,Sino-Tibetan/Bodic/Kaike-Ghale-Tamangic/Ghale-Tamangic/Tamangic/Eastern Gorkha Tamang
taj,east2347,Sino-Tibetan,Sino-Tibetan/Bodic/Kaike-Ghale-Tamangic/Ghale-Tamangic/Tamangic/Nuclear Tamang/Eastern Tamang
nos,east2349,Sino-Tibetan,Sino-Tibetan/Burmo-Qiangic/Lolo-Burmese/Loloish/Ni-Li-Kazhouish/Southeastern Ngwi/Nisoid/Nisu-Nyisu/Nisu/Nuclear Nisu/Northern Nisu/North-Central Nisu
emq,east2351,Sino-Tibetan,Sino-Tibetan/Burmo-Qiangic/Na-Qiangic/Qiangic/Muya/Eastern Muya
mgp,east2352,Sino-Tibetan,Sino-Tibetan/Himalayish/Mahakiranti/Kham-Magar-Chepang/Magar/Eastern Magar
kif,east2354,Sino-Tibetan,Sino-Tibetan/Himalayish/Mahakiranti/Kham-Magar-Chepang/Kham/Gamale-Parbate/Parbate Kham/Eastern Parbate Kham
emg,east2357,Sino-Tibetan,Sino-Tibetan/Himalayish/Mahakiranti/Kiranti/Eastern Kiranti/Upper Arun/Mewahang/Eastern Mewahang
zeh,east2363,Tai-Kadai,Tai-Kadai/Kam-Tai/Daic-Beic/Daic/Northern Daic-Sek/Northern Daic/Northern Tai/Hongshui He/Western Hongshui He/Eastern Hongshuihe Zhuang
hmq,east2370,Hmong-Mien,Hmong-Mien/Hmongic/Nuclear Hmongic-Ho Ne/Nuclear Hmongic/East Hmongic/Northeastern Qiandongic Miao/Eastern Qiandongic Miao/Eastern Qiandong Miao
muq,east2371,Hmong-Mien,Hmong-Mien/Hmongic/Nuclear Hmongic-Ho Ne/Nuclear Hmongic/North Hmongic/Eastern Xiangxi Miao
hme,east2372,Hmong-Mien,Hmong-Mien/Hmongic/Nuclear Hmongic-Ho Ne/Nuclear Hmongic/West Hmongic/Greater Chuanqiandian/Huishui/Eastern Huishui Hmong
aer,east2379,Pama-Nyungan,Pama-Nyungan/Arandic-Thura-Yura/Arandic/South Arandic/Upper Arrernte/Central-Eastern Arrernte/Eastern Arrernte
lma,east2387,Atlantic-Congo,Atlantic-Congo/Limba/East Limba
gbx,east2390,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Kwa Volta-Congo/Gbe/Eastern Gbe/Eastern Phla-Phera/Eastern Xwla Gbe
xrb,east2398,Atlantic-Congo,Atlantic-Congo/Volta-Congo/North Volta-Congo/Senufo/Karaboro/Eastern Karaboro
acp,east2403,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Kainji/Central Kainji/Shiroro-Kamuku/Kamuku-Hungwarya/Kamuku/Rogo-Sagamuk-Sama-Sambuga/Sagamuk-Sama-Sambuga/Eastern Acipa
nle,east2409,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Bantoid/Southern Bantoid/Narrow Bantu/East Bantu/Northeast Savanna Bantu/Great Lakes Bantu/Greater Luyia/Luyia/Saamia-Wanga-Bukusu/Saamia-Wanga/Central-Eastern Luyia/Kabarasi-Tachoni-Nyala East/East Nyala
kqo,east2414,Kru,Kru/Greater Western Kru/Western Kru/Wee-Bassa-Klao/Wee/Nuclear Wee/Konoboic/Konobo-Eastern Krahn
emk,east2426,Mande,Mande/Western Mande/Manding-Kpelle/Central Mande/Manding-Jogo/Manding-Vai/Manding-Mokole/Manding/East Manding/Manenkan/Eastern Maninkakan
mky,east2440,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/South Halmahera-West New Guinea/Raja Ampat-South Halmahera/South Halmahera/East Makian-Gane/East Makian
omb,east2443,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/Oceanic/North and Central Vanuatu/Northern Vanuatu/Ambae/East Ambae
fud,east2447,Austronesian,Austronesian/Malayo-Polynesian/Eastern Malayo-Polynesian/Oceanic/Central Pacific linkage/Tokalau Fijian/Polynesian/Nuclear Polynesian/East Futuna
vme,east2462,Austronesian,Austronesian/Malayo-Polynesian/Timor-Babar/Southwest Maluku/Babar/South Babar/Masela-South Babar/East Masela
tre,east2465,Austronesian,Austronesian/Malayo-Polynesian/Aru/East Tarangan
dmr,east2472,Austronesian,Austronesian/Malayo-Polynesian/Timor-Babar/Southwest Maluku/East Damar
bnj,east2482,Austronesian,Austronesian/Malayo-Polynesian/Greater Central Philippine/South Mangyan/Buhid-Taubuid/Batangan/Eastern Tawbuid
pez,east2485,Austronesian,Austronesian/Malayo-Polynesian/North Borneo Malayo-Polynesian/North Sarawakan/Kenyahic/Lowland Kenyah/Western Lowland Kenyah-Penan/Penan/Eastern Penan
zbe,east2486,Austronesian,Austronesian/Malayo-Polynesian/North Borneo Malayo-Polynesian/North Sarawakan/Berawan-Lower Baram/Berawan/Central-East Berawan/East Berawan
kjs,east2516,Nuclear Trans New Guinea,Nuclear Trans New Guinea/Enga-Kewa-Huli/Kewa-Huli/Sau-Angal-Kewa/Angal-Kewa/Kewa/Southeast Kewa/East Kewa
ike,east2534,Eskimo-Aleut,Eskimo-Aleut/Eskimo/Inuit/Eastern Canadian Inuktitut
nhe,east2538,Uto-Aztecan,Uto-Aztecan/Southern Uto-Aztecan/Corachol-Aztecan/Aztec/Eastern Nahuatl/Huasteca Nahuatl/Eastern Huasteca Nahuatl
ojg,east2542,Algic,Algic/Algonquian-Blackfoot/Algonquian/Eastern Great Lakes Algonquian/Ojibwa-Potawatomi/Ojibwa/Nuclear Ojibwe/Central-Eastern-Southwestern Ojibwa/Eastern Ojibwa
aaq,east2544,Algic,Algic/Algonquian-Blackfoot/Algonquian/Eastern Algonquian/Maritimes-Southern New England Algonquian/Northern Eastern Algonquian/Abenaki/Eastern Abenaki
peb,east2545,Pomoan,Pomoan/Russian River and Eastern/Eastern Pomo
qve,east2551,Quechuan,Quechuan/Southern Quechua/Cuscan Quechua/Eastern Apurímac Quechua
gui,east2555,Tupian,Tupian/Eastern Tupian/Maweti-Guarani/Aweti-Guarani/Tupi-Guarani/Southern Tupi-Guarani/Tupi-Guarani Subgroup I/Tupi-Guarani Subgroup I.B/Chiriguanic/Eastern Bolivian Guaraní
otm,east2556,Otomanguean,Otomanguean/Western Otomanguean/Otopame-Chinantecan/Otopamean/Otomian/Otomi/Eastern Otomi/Eastern Highland Otomi
cly,east2558,Otomanguean,Otomanguean/Eastern Otomanguean/Popoloca-Zapotecan/Zapotecan/Chatino/Core Chatino/Coastal Chatino/Eastern Chatino/Eastern Highland Chatino
cjm,east2563,Austronesian,Austronesian/Malayo-Polynesian/Malayo-Chamic/Aceh-Chamic/Chamic/Cham/Eastern Cham
hae,east2652,Afro-Asiatic,Afro-Asiatic/Cushitic/East Cushitic/Lowland East Cushitic/Southern Lowland East Cushitic/Mainstream Lowland East Cushitic/Oromoid/Nuclear Oromo/Central-Eastern Oromo/Eastern Oromo
avl,east2690,Afro-Asiatic,Afro-Asiatic/Semitic/West Semitic/Central Semitic/Arabian/Arabic/Egyptic Arabic/Eastern Egyptian Bedawi Arabic
sfe,east2694,Austronesian,Austronesian/Malayo-Polynesian/Greater Central Philippine/Subanen/Nuclear Subanen/East Nuclear Subanen/Eastern Subanen
azd,east2695,Uto-Aztecan,Uto-Aztecan/Southern Uto-Aztecan/Corachol-Aztecan/Aztec/Western Nahuatl/Western Periphery-North Guerrero Nahuatl/Western Periphery Nahuatl/Durango Nahuatl/Eastern Durango Nahuatl
yit,east2696,Sino-Tibetan,Sino-Tibetan/Burmo-Qiangic/Lolo-Burmese/Loloish/Ni-Li-Kazhouish/Lisoid/Nuclear Lisoid/Lisu-Laluba-Lavu/Laluba-Lavu/Lalo/Greater Lalo/Core Lalo/Unclassified Core Lalu/Eastern Lalu
cek,east2779,Sino-Tibetan,Sino-Tibetan/Kuki-Chin-Naga/Kuki-Chin/Peripheral Kuki-Chin/Khomic/Eastern Khumi Chin
yol,east2834,Indo-European,Indo-European/Classical Indo-European/Germanic/Northwest Germanic/West Germanic/North Sea Germanic/Anglo-Frisian/Anglic/Later Anglic/Middle-Modern English/Irish Anglo-Norman
igb,ebir1243,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Ebira-Nupoid/Ebira
xeb,ebla1238,Afro-Asiatic,Afro-Asiatic/Semitic/East Semitic/Eblaite
ebr,ebri1238,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Kwa Volta-Congo/Nyo/Potou-Tano/Potou/Ebrié
ebg,ebug1241,Atlantic-Congo,Atlantic-Congo/Volta-Congo/Benue-Congo/Delta Cross/Lower Cross/Nuclear Lower Cross/West Lower Cross/Oroic/Ebughu-Oro/Ebughu
ecs,ecua1243,Sign Language,Sign Language/L1 Sign Language/LSFic/ASLic/West-Central South American Sign/Ecuadorian Sign Language
